2018-10-24 14:58:30,508 DEBUG   : close
2018-10-24 14:58:30,508 DEBUG   : close
2018-10-24 14:58:30,622 DEBUG   : close
2018-10-24 14:58:30,622 DEBUG   : close
2018-10-24 14:58:30,850 DEBUG   : close
2018-10-24 14:58:30,850 DEBUG   : close
2018-10-24 14:58:31,101 DEBUG   : close
2018-10-24 14:58:31,101 DEBUG   : close
2018-10-24 14:58:40,672 DEBUG   : close
2018-10-24 14:58:40,672 DEBUG   : close
2018-10-24 14:58:41,290 DEBUG   : close
2018-10-24 14:58:41,290 DEBUG   : close
2018-10-24 14:58:41,418 DEBUG   : close
2018-10-24 14:58:41,418 DEBUG   : close
2018-10-24 14:58:41,541 DEBUG   : close
2018-10-24 14:58:41,541 DEBUG   : close
2018-10-24 14:58:50,916 DEBUG   : close
2018-10-24 14:58:50,916 DEBUG   : close
2018-10-24 14:58:51,041 DEBUG   : close
2018-10-24 14:58:51,041 DEBUG   : close
2018-10-24 14:58:51,168 DEBUG   : close
2018-10-24 14:58:51,168 DEBUG   : close
2018-10-24 14:58:51,291 DEBUG   : close
2018-10-24 14:58:51,291 DEBUG   : close
2018-10-24 14:59:00,904 DEBUG   : close
2018-10-24 14:59:00,904 DEBUG   : close
2018-10-24 14:59:01,040 DEBUG   : close
2018-10-24 14:59:01,040 DEBUG   : close
2018-10-24 14:59:01,188 DEBUG   : close
2018-10-24 14:59:01,188 DEBUG   : close
2018-10-24 14:59:01,341 DEBUG   : close
2018-10-24 14:59:01,341 DEBUG   : close
2018-10-24 14:59:10,916 DEBUG   : close
2018-10-24 14:59:10,916 DEBUG   : close
2018-10-24 14:59:11,041 DEBUG   : close
2018-10-24 14:59:11,041 DEBUG   : close
2018-10-24 14:59:11,167 DEBUG   : close
2018-10-24 14:59:11,167 DEBUG   : close
2018-10-24 14:59:11,292 DEBUG   : close
2018-10-24 14:59:11,292 DEBUG   : close
2018-10-24 14:59:20,730 DEBUG   : close
2018-10-24 14:59:20,730 DEBUG   : close
2018-10-24 14:59:20,857 DEBUG   : close
2018-10-24 14:59:20,857 DEBUG   : close
2018-10-24 14:59:20,980 DEBUG   : close
2018-10-24 14:59:20,980 DEBUG   : close
2018-10-24 14:59:21,167 DEBUG   : close
2018-10-24 14:59:21,167 DEBUG   : close
2018-10-24 14:59:40,885 DEBUG   : close
2018-10-24 14:59:40,885 DEBUG   : close
2018-10-24 14:59:41,010 DEBUG   : close
2018-10-24 14:59:41,010 DEBUG   : close
2018-10-24 14:59:41,198 DEBUG   : close
2018-10-24 14:59:41,198 DEBUG   : close
2018-10-24 14:59:41,325 DEBUG   : close
2018-10-24 14:59:41,325 DEBUG   : close
2018-10-24 14:59:43,244 DEBUG   : close
2018-10-24 14:59:43,244 DEBUG   : close
2018-10-24 14:59:43,372 DEBUG   : close
2018-10-24 14:59:43,372 DEBUG   : close
2018-10-24 14:59:43,494 DEBUG   : close
2018-10-24 14:59:43,494 DEBUG   : close
2018-10-24 14:59:43,620 DEBUG   : close
2018-10-24 14:59:43,620 DEBUG   : close
2018-10-24 14:59:51,075 DEBUG   : close
2018-10-24 14:59:51,075 DEBUG   : close
2018-10-24 14:59:51,199 DEBUG   : close
2018-10-24 14:59:51,199 DEBUG   : close
2018-10-24 14:59:51,322 DEBUG   : close
2018-10-24 14:59:51,322 DEBUG   : close
2018-10-24 14:59:51,541 DEBUG   : close
2018-10-24 14:59:51,541 DEBUG   : close
2018-10-24 14:59:52,291 DEBUG   : close
2018-10-24 14:59:52,291 DEBUG   : close
2018-10-24 14:59:52,548 DEBUG   : close
2018-10-24 14:59:52,548 DEBUG   : close
2018-10-24 14:59:52,697 DEBUG   : close
2018-10-24 14:59:52,697 DEBUG   : close
2018-10-24 14:59:52,823 DEBUG   : close
2018-10-24 14:59:52,823 DEBUG   : close
2018-10-24 15:00:02,624 DEBUG   : close
2018-10-24 15:00:02,624 DEBUG   : close
2018-10-24 15:00:02,770 DEBUG   : close
2018-10-24 15:00:02,770 DEBUG   : close
2018-10-24 15:00:02,964 DEBUG   : close
2018-10-24 15:00:02,964 DEBUG   : close
2018-10-24 15:00:03,088 DEBUG   : close
2018-10-24 15:00:03,088 DEBUG   : close
2018-10-24 15:00:12,356 DEBUG   : close
2018-10-24 15:00:12,356 DEBUG   : close
2018-10-24 15:00:12,582 DEBUG   : close
2018-10-24 15:00:12,582 DEBUG   : close
2018-10-24 15:00:12,707 DEBUG   : close
2018-10-24 15:00:12,707 DEBUG   : close
2018-10-24 15:00:12,832 DEBUG   : close
2018-10-24 15:00:12,832 DEBUG   : close
2018-10-24 15:00:22,595 DEBUG   : close
2018-10-24 15:00:22,595 DEBUG   : close
2018-10-24 15:00:22,720 DEBUG   : close
2018-10-24 15:00:22,720 DEBUG   : close
2018-10-24 15:00:22,847 DEBUG   : close
2018-10-24 15:00:22,847 DEBUG   : close
2018-10-24 15:00:22,969 DEBUG   : close
2018-10-24 15:00:22,969 DEBUG   : close
2018-10-24 15:00:32,325 DEBUG   : close
2018-10-24 15:00:32,325 DEBUG   : close
2018-10-24 15:00:32,438 DEBUG   : close
2018-10-24 15:00:32,438 DEBUG   : close
2018-10-24 15:00:32,676 DEBUG   : close
2018-10-24 15:00:32,676 DEBUG   : close
2018-10-24 15:00:32,798 DEBUG   : close
2018-10-24 15:00:32,798 DEBUG   : close
2018-10-24 15:00:33,549 DEBUG   : close
2018-10-24 15:00:33,549 DEBUG   : close
2018-10-24 15:00:33,680 DEBUG   : close
2018-10-24 15:00:33,680 DEBUG   : close
2018-10-24 15:00:33,798 DEBUG   : close
2018-10-24 15:00:33,798 DEBUG   : close
2018-10-24 15:00:34,032 DEBUG   : close
2018-10-24 15:00:34,032 DEBUG   : close
2018-10-24 15:01:16,767 DEBUG   : close
2018-10-24 15:01:16,767 DEBUG   : close
2018-10-24 15:01:25,183 DEBUG   : close
2018-10-24 15:01:25,183 DEBUG   : close
2018-10-24 15:01:25,628 DEBUG   : close
2018-10-24 15:01:25,628 DEBUG   : close
2018-10-24 15:01:25,861 DEBUG   : close
2018-10-24 15:01:25,861 DEBUG   : close
2018-10-24 15:01:26,083 DEBUG   : close
2018-10-24 15:01:26,083 DEBUG   : close
2018-10-24 15:01:26,517 DEBUG   : close
2018-10-24 15:01:26,517 DEBUG   : close
2018-10-24 15:01:26,644 DEBUG   : close
2018-10-24 15:01:26,644 DEBUG   : close
2018-10-24 15:01:26,766 DEBUG   : close
2018-10-24 15:01:26,766 DEBUG   : close
2018-10-24 15:01:27,002 DEBUG   : close
2018-10-24 15:01:27,002 DEBUG   : close
2018-10-24 15:01:27,117 DEBUG   : close
2018-10-24 15:01:27,117 DEBUG   : close
2018-10-24 15:01:27,239 DEBUG   : close
2018-10-24 15:01:27,239 DEBUG   : close
2018-10-24 15:01:27,361 DEBUG   : close
2018-10-24 15:01:27,361 DEBUG   : close
2018-10-24 15:08:01,612 DEBUG   : close
2018-10-24 15:08:01,612 DEBUG   : close
2018-10-24 15:08:01,742 DEBUG   : close
2018-10-24 15:08:01,742 DEBUG   : close
2018-10-24 15:08:01,894 DEBUG   : close
2018-10-24 15:08:01,894 DEBUG   : close
2018-10-24 15:08:02,049 DEBUG   : close
2018-10-24 15:08:02,049 DEBUG   : close
2018-10-24 15:08:06,879 DEBUG   : close
2018-10-24 15:08:06,879 DEBUG   : close
2018-10-24 15:08:06,988 DEBUG   : close
2018-10-24 15:08:06,988 DEBUG   : close
2018-10-24 15:08:07,115 DEBUG   : close
2018-10-24 15:08:07,115 DEBUG   : close
2018-10-24 15:08:07,362 DEBUG   : close
2018-10-24 15:08:07,362 DEBUG   : close
2018-10-24 15:16:08,933 DEBUG   : close
2018-10-24 15:16:08,933 DEBUG   : close
2018-10-24 15:16:09,573 DEBUG   : close
2018-10-24 15:16:09,573 DEBUG   : close
2018-10-24 15:16:10,263 DEBUG   : close
2018-10-24 15:16:10,263 DEBUG   : close
2018-10-24 15:16:10,947 DEBUG   : close
2018-10-24 15:16:10,947 DEBUG   : close
2018-10-24 15:16:18,706 DEBUG   : close
2018-10-24 15:16:18,706 DEBUG   : close
2018-10-24 15:16:19,371 DEBUG   : close
2018-10-24 15:16:19,371 DEBUG   : close
2018-10-24 15:16:19,996 DEBUG   : close
2018-10-24 15:16:19,996 DEBUG   : close
2018-10-24 15:16:20,682 DEBUG   : close
2018-10-24 15:16:20,682 DEBUG   : close
2018-10-24 15:16:21,247 DEBUG   : close
2018-10-24 15:16:21,247 DEBUG   : close
2018-10-24 15:16:21,874 DEBUG   : close
2018-10-24 15:16:21,874 DEBUG   : close
2018-10-24 15:16:22,496 DEBUG   : close
2018-10-24 15:16:22,496 DEBUG   : close
2018-10-24 15:16:23,120 DEBUG   : close
2018-10-24 15:16:23,120 DEBUG   : close
2018-10-24 15:16:41,156 DEBUG   : close
2018-10-24 15:16:41,156 DEBUG   : close
2018-10-24 15:16:41,729 DEBUG   : close
2018-10-24 15:16:41,729 DEBUG   : close
2018-10-24 15:16:42,371 DEBUG   : close
2018-10-24 15:16:42,371 DEBUG   : close
2018-10-24 15:16:43,011 DEBUG   : close
2018-10-24 15:16:43,011 DEBUG   : close
2018-10-24 15:16:51,498 DEBUG   : close
2018-10-24 15:16:51,498 DEBUG   : close
2018-10-24 15:16:52,183 DEBUG   : close
2018-10-24 15:16:52,183 DEBUG   : close
2018-10-24 15:16:52,879 DEBUG   : close
2018-10-24 15:16:52,879 DEBUG   : close
2018-10-24 15:16:53,621 DEBUG   : close
2018-10-24 15:16:53,621 DEBUG   : close
2018-10-24 15:17:01,184 DEBUG   : close
2018-10-24 15:17:01,184 DEBUG   : close
2018-10-24 15:17:01,870 DEBUG   : close
2018-10-24 15:17:01,870 DEBUG   : close
